Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,ITEM0091,Snacks,2014,OUT005,Tier 3,Medium,Supermarket Type2,0.097361503,1.9,2889,2
Low Fat,ITEM0181,Snacks,2005,OUT008,Tier 3,Medium,Supermarket Type2,0.023062065,3.1,1814,5
Low Fat,ITEM0196,Fruits and Vegetables,2011,OUT007,Tier 3,Medium,Supermarket Type2,0.058327036,1.1,953,0
Low Fat,ITEM0221,Dairy Products,2005,OUT003,Tier 3,Medium,Supermarket Type2,0.08144287,1.5,1486,2
Low Fat,ITEM0232,Beverages,2002,OUT007,Tier 3,Medium,Supermarket Type2,0.082017109,1.7,2312,3
Low Fat,ITEM0301,Bakery Products,2007,OUT004,Tier 3,Medium,Supermarket Type2,0.099264517,2.3,1593,4
Low Fat,ITEM0359,Snacks,2020,OUT004,Tier 3,Medium,Supermarket Type2,0.02354717,0.8,2709,4
Regular,ITEM0385,Snacks,2004,OUT005,Tier 3,Medium,Supermarket Type2,0.031406984,2.3,2806,2
Regular,ITEM0408,Beverages,2010,OUT004,Tier 3,Medium,Supermarket Type2,0.038552529,0.8,1445,1
Regular,ITEM0411,Dairy Products,2007,OUT009,Tier 3,Medium,Supermarket Type2,0.09217231,3,2788,2
Low Fat,ITEM0426,Bakery Products,2010,OUT010,Tier 3,Medium,Supermarket Type2,0.093878924,1.8,378,2
Low Fat,ITEM0432,Bakery Products,2015,OUT010,Tier 3,Medium,Supermarket Type2,0.025671141,3.3,1256,0
Regular,ITEM0448,Dairy Products,2016,OUT007,Tier 3,Medium,Supermarket Type2,0.007304892,1.2,2877,4
Low Fat,ITEM0468,Bakery Products,2017,OUT009,Tier 3,Medium,Supermarket Type2,0.018800118,3.5,2613,2
Low Fat,ITEM0493,Beverages,2017,OUT003,Tier 3,Medium,Supermarket Type2,0.089886105,0.9,513,3
Regular,ITEM0564,Beverages,2014,OUT006,Tier 3,Medium,Supermarket Type2,0.024313047,4.2,313,0
Low Fat,ITEM0596,Fruits and Vegetables,2019,OUT002,Tier 3,Medium,Supermarket Type2,0.093167529,2.1,1112,2
Low Fat,ITEM0603,Fruits and Vegetables,2011,OUT005,Tier 3,Medium,Supermarket Type2,0.051675574,4.9,2505,1
Regular,ITEM0616,Fruits and Vegetables,2010,OUT003,Tier 3,Medium,Supermarket Type2,0.086605716,3.3,1124,4
Low Fat,ITEM0684,Dairy Products,2015,OUT002,Tier 3,Medium,Supermarket Type2,0.024815561,2.5,2746,3
Low Fat,ITEM0709,Bakery Products,2004,OUT010,Tier 3,Medium,Supermarket Type2,0.083036397,1.9,508,4
Low Fat,ITEM0727,Snacks,2006,OUT006,Tier 3,Medium,Supermarket Type2,0.093391525,0.8,624,1
Low Fat,ITEM0742,Beverages,2004,OUT010,Tier 3,Medium,Supermarket Type2,0.085838375,3.1,1011,0
Low Fat,ITEM0746,Dairy Products,2017,OUT009,Tier 3,Medium,Supermarket Type2,0.000337447,0.1,2422,2
Low Fat,ITEM0766,Snacks,2006,OUT005,Tier 3,Medium,Supermarket Type2,0.032003501,3.9,1048,2
Low Fat,ITEM0767,Fruits and Vegetables,2010,OUT002,Tier 3,Medium,Supermarket Type2,0.082517338,1.4,789,5
Regular,ITEM0802,Dairy Products,2000,OUT004,Tier 3,Medium,Supermarket Type2,0.078127597,2.3,2134,5
Low Fat,ITEM0878,Beverages,2014,OUT001,Tier 3,Medium,Supermarket Type2,0.026285,2.4,2531,3
Low Fat,ITEM0912,Beverages,2018,OUT001,Tier 3,Medium,Supermarket Type2,0.057585185,3.9,2540,2
Low Fat,ITEM0934,Beverages,2006,OUT002,Tier 3,Medium,Supermarket Type2,0.021791145,2.1,2740,3
Regular,ITEM0945,Snacks,2012,OUT001,Tier 3,Medium,Supermarket Type2,0.041364857,2.2,2724,0
Regular,ITEM0948,Fruits and Vegetables,2014,OUT009,Tier 3,Medium,Supermarket Type2,0.012401211,1.4,2609,1
Regular,ITEM1007,Bakery Products,2003,OUT004,Tier 3,Medium,Supermarket Type2,0.031299919,2.2,180,0
Low Fat,ITEM1041,Snacks,2019,OUT005,Tier 3,Medium,Supermarket Type2,0.018397833,2.1,1184,5
Regular,ITEM1042,Fruits and Vegetables,2020,OUT008,Tier 3,Medium,Supermarket Type2,0.070097261,3.7,1263,3
Low Fat,ITEM1078,Fruits and Vegetables,2012,OUT008,Tier 3,Medium,Supermarket Type2,0.086751247,1.8,2520,3
Low Fat,ITEM1095,Bakery Products,2007,OUT006,Tier 3,Medium,Supermarket Type2,0.078590641,4.7,2666,2
Regular,ITEM1123,Dairy Products,2003,OUT001,Tier 3,Medium,Supermarket Type2,0.078946946,1.7,1336,5
Low Fat,ITEM1151,Dairy Products,2011,OUT003,Tier 3,Medium,Supermarket Type2,0.028364173,1.7,2364,1
Low Fat,ITEM1188,Fruits and Vegetables,2012,OUT001,Tier 3,Medium,Supermarket Type2,0.055452661,0,2344,5
Regular,ITEM1190,Beverages,2019,OUT010,Tier 3,Medium,Supermarket Type2,0.014850748,1.5,2259,5
Regular,ITEM1209,Dairy Products,2015,OUT009,Tier 3,Medium,Supermarket Type2,0.00363058,3.6,165,3
Regular,ITEM1264,Snacks,2016,OUT002,Tier 3,Medium,Supermarket Type2,0.096344019,3.9,851,3
Regular,ITEM1297,Fruits and Vegetables,2019,OUT001,Tier 3,Medium,Supermarket Type2,0.067121213,4.7,364,0
Regular,ITEM1301,Snacks,2003,OUT003,Tier 3,Medium,Supermarket Type2,0.030684822,1.6,1031,1
Regular,ITEM1317,Beverages,2017,OUT003,Tier 3,Medium,Supermarket Type2,0.024417604,3,1233,4
Regular,ITEM1344,Fruits and Vegetables,2003,OUT001,Tier 3,Medium,Supermarket Type2,0.047362716,4.7,325,0
Low Fat,ITEM1348,Snacks,2008,OUT003,Tier 3,Medium,Supermarket Type2,0.085050822,2.2,2550,1
Regular,ITEM1371,Fruits and Vegetables,2011,OUT006,Tier 3,Medium,Supermarket Type2,0.01535717,0.5,2774,1
Regular,ITEM1428,Beverages,2016,OUT004,Tier 3,Medium,Supermarket Type2,0.012740314,5,1856,3
Low Fat,ITEM1438,Dairy Products,2004,OUT005,Tier 3,Medium,Supermarket Type2,0.045608099,3.1,2822,1
Low Fat,ITEM1461,Snacks,2008,OUT009,Tier 3,Medium,Supermarket Type2,0.095286573,4,1619,1
Low Fat,ITEM1463,Fruits and Vegetables,2013,OUT001,Tier 3,Medium,Supermarket Type2,0.055002121,1,2731,1
Low Fat,ITEM1493,Bakery Products,2007,OUT002,Tier 3,Medium,Supermarket Type2,0.04992278,2.3,1280,1
Regular,ITEM1517,Snacks,2003,OUT002,Tier 3,Medium,Supermarket Type2,0.076577283,0.7,476,4
Regular,ITEM1541,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Supermarket Type2,0.021474184,0.8,2724,3
Low Fat,ITEM1565,Beverages,2018,OUT006,Tier 3,Medium,Supermarket Type2,0.057192905,2.5,2203,0
Low Fat,ITEM1592,Bakery Products,2010,OUT001,Tier 3,Medium,Supermarket Type2,0.052215271,0.2,1265,4
Regular,ITEM1620,Dairy Products,2014,OUT005,Tier 3,Medium,Supermarket Type2,0.083089652,2.4,463,2
Regular,ITEM1659,Dairy Products,2006,OUT007,Tier 3,Medium,Supermarket Type2,0.056952528,4.6,1216,2
Low Fat,ITEM1663,Snacks,2006,OUT006,Tier 3,Medium,Supermarket Type2,0.028869529,3.9,320,3
Low Fat,ITEM1673,Dairy Products,2003,OUT004,Tier 3,Medium,Supermarket Type2,0.027152761,4.4,2537,4
Regular,ITEM1696,Snacks,2019,OUT007,Tier 3,Medium,Supermarket Type2,0.039218754,2.3,1393,1
Low Fat,ITEM1731,Bakery Products,2019,OUT002,Tier 3,Medium,Supermarket Type2,0.044063417,0.4,2570,0
Low Fat,ITEM1748,Snacks,2012,OUT007,Tier 3,Medium,Supermarket Type2,0.077863479,1,1540,3
Regular,ITEM1750,Bakery Products,2012,OUT010,Tier 3,Medium,Supermarket Type2,0.090455531,1.9,1286,0
Low Fat,ITEM1759,Beverages,2006,OUT002,Tier 3,Medium,Supermarket Type2,0.07104402,0.1,167,3
Regular,ITEM1767,Beverages,2013,OUT009,Tier 3,Medium,Supermarket Type2,0.004694926,1.4,1531,3
Low Fat,ITEM1793,Dairy Products,2019,OUT002,Tier 3,Medium,Supermarket Type2,0.062800186,0.2,1608,1
Low Fat,ITEM1805,Snacks,2009,OUT001,Tier 3,Medium,Supermarket Type2,0.062980684,3.1,17,3
Regular,ITEM1811,Beverages,2000,OUT005,Tier 3,Medium,Supermarket Type2,0.078788711,3.5,2240,5
Low Fat,ITEM1831,Snacks,2003,OUT004,Tier 3,Medium,Supermarket Type2,0.039085194,0.8,1928,5
Low Fat,ITEM1838,Fruits and Vegetables,2000,OUT004,Tier 3,Medium,Supermarket Type2,0.054739937,1.1,2689,3
Regular,ITEM1869,Dairy Products,2006,OUT001,Tier 3,Medium,Supermarket Type2,0.006996739,3.8,2571,5
Regular,ITEM1870,Snacks,2017,OUT004,Tier 3,Medium,Supermarket Type2,0.032051698,0.2,194,4
Low Fat,ITEM1906,Fruits and Vegetables,2005,OUT001,Tier 3,Medium,Supermarket Type2,0.001269387,4.4,850,1
Regular,ITEM1960,Bakery Products,2001,OUT002,Tier 3,Medium,Supermarket Type2,0.027513296,1.9,856,2
Regular,ITEM1981,Dairy Products,2019,OUT006,Tier 3,Medium,Supermarket Type2,0.018743219,4.7,1757,4
Low Fat,ITEM2029,Fruits and Vegetables,2010,OUT002,Tier 3,Medium,Supermarket Type2,0.077242412,3.8,593,1
Low Fat,ITEM2052,Bakery Products,2020,OUT004,Tier 3,Medium,Supermarket Type2,0.012131215,0.7,916,3
Low Fat,ITEM2056,Bakery Products,2000,OUT005,Tier 3,Medium,Supermarket Type2,0.030860445,2.6,1087,4
Regular,ITEM2060,Fruits and Vegetables,2019,OUT010,Tier 3,Medium,Supermarket Type2,0.097083379,3.4,1685,1
Regular,ITEM2087,Bakery Products,2003,OUT006,Tier 3,Medium,Supermarket Type2,0.099160337,0.4,2961,0
Regular,ITEM2092,Bakery Products,2020,OUT006,Tier 3,Medium,Supermarket Type2,0.013389656,0.9,361,3
Low Fat,ITEM2135,Bakery Products,2016,OUT008,Tier 3,Medium,Supermarket Type2,0.011959935,4.8,1241,1
Regular,ITEM2136,Fruits and Vegetables,2014,OUT006,Tier 3,Medium,Supermarket Type2,0.011812294,3.2,17,3
Low Fat,ITEM2144,Bakery Products,2013,OUT001,Tier 3,Medium,Supermarket Type2,0.021776116,4.4,433,2
Low Fat,ITEM2168,Bakery Products,2018,OUT010,Tier 3,Medium,Supermarket Type2,0.02174057,1.9,2583,1
Low Fat,ITEM2195,Bakery Products,2017,OUT001,Tier 3,Medium,Supermarket Type2,0.022438726,2.5,30,4
Regular,ITEM2206,Fruits and Vegetables,2009,OUT003,Tier 3,Medium,Supermarket Type2,0.08038156,0.8,38,3
Low Fat,ITEM2239,Bakery Products,2013,OUT008,Tier 3,Medium,Supermarket Type2,0.084033742,4.9,2788,5
Low Fat,ITEM2317,Dairy Products,2017,OUT008,Tier 3,Medium,Supermarket Type2,0.031253138,4.7,1596,2
Regular,ITEM2325,Fruits and Vegetables,2010,OUT006,Tier 3,Medium,Supermarket Type2,0.021924482,1.5,1734,3
Regular,ITEM2326,Snacks,2011,OUT005,Tier 3,Medium,Supermarket Type2,0.076006602,2.8,997,4
Low Fat,ITEM2327,Fruits and Vegetables,2005,OUT003,Tier 3,Medium,Supermarket Type2,0.031956907,1.3,1313,5
Low Fat,ITEM2366,Beverages,2013,OUT010,Tier 3,Medium,Supermarket Type2,0.076851794,0.8,2022,4
Regular,ITEM2390,Snacks,2003,OUT001,Tier 3,Medium,Supermarket Type2,0.085370275,4.9,960,1
Regular,ITEM2398,Dairy Products,2005,OUT009,Tier 3,Medium,Supermarket Type2,0.054288236,1,985,1
Low Fat,ITEM2426,Bakery Products,2000,OUT004,Tier 3,Medium,Supermarket Type2,0.031460301,5,1635,1
Regular,ITEM2445,Bakery Products,2002,OUT007,Tier 3,Medium,Supermarket Type2,0.095492197,1.7,2266,4
Low Fat,ITEM2454,Beverages,2005,OUT008,Tier 3,Medium,Supermarket Type2,0.033657305,1.7,517,2
Low Fat,ITEM2471,Dairy Products,2007,OUT004,Tier 3,Medium,Supermarket Type2,0.03544921,4.4,946,5
Regular,ITEM2513,Beverages,2005,OUT007,Tier 3,Medium,Supermarket Type2,0.094950471,3.3,955,1
Regular,ITEM2516,Beverages,2000,OUT010,Tier 3,Medium,Supermarket Type2,0.02858502,3.1,1845,3
Regular,ITEM2544,Beverages,2007,OUT003,Tier 3,Medium,Supermarket Type2,0.079967165,4,303,5
Regular,ITEM2570,Dairy Products,2002,OUT007,Tier 3,Medium,Supermarket Type2,0.040619629,4.5,1826,4
Regular,ITEM2576,Snacks,2004,OUT004,Tier 3,Medium,Supermarket Type2,0.084041549,1.9,2106,5
Low Fat,ITEM2613,Dairy Products,2015,OUT008,Tier 3,Medium,Supermarket Type2,0.05104862,2,105,3
Regular,ITEM2642,Beverages,2008,OUT007,Tier 3,Medium,Supermarket Type2,0.093537783,1,983,4
Regular,ITEM2643,Dairy Products,2007,OUT004,Tier 3,Medium,Supermarket Type2,0.006627251,3.8,860,3
Regular,ITEM2657,Fruits and Vegetables,2012,OUT002,Tier 3,Medium,Supermarket Type2,0.000482211,2,1452,2
Regular,ITEM2690,Bakery Products,2006,OUT009,Tier 3,Medium,Supermarket Type2,0.022200873,1.9,2878,1
Low Fat,ITEM2726,Dairy Products,2020,OUT009,Tier 3,Medium,Supermarket Type2,0.011351132,2.5,1788,4
Low Fat,ITEM2745,Snacks,2001,OUT009,Tier 3,Medium,Supermarket Type2,0.093997302,0.1,2257,2
Low Fat,ITEM2757,Beverages,2004,OUT008,Tier 3,Medium,Supermarket Type2,0.077973723,3.1,1864,4
Low Fat,ITEM2774,Fruits and Vegetables,2020,OUT001,Tier 3,Medium,Supermarket Type2,0.039566941,3.4,1247,4
Low Fat,ITEM2782,Dairy Products,2018,OUT010,Tier 3,Medium,Supermarket Type2,0.057517782,3.5,189,2
Low Fat,ITEM2799,Bakery Products,2007,OUT005,Tier 3,Medium,Supermarket Type2,0.072772485,1.6,143,2
Regular,ITEM2816,Beverages,2009,OUT006,Tier 3,Medium,Supermarket Type2,0.044601759,4.2,344,3
Low Fat,ITEM2831,Bakery Products,2013,OUT005,Tier 3,Medium,Supermarket Type2,0.064652423,4.6,2,2
Low Fat,ITEM2841,Bakery Products,2003,OUT006,Tier 3,Medium,Supermarket Type2,0.085551285,4.1,747,5
Low Fat,ITEM2872,Fruits and Vegetables,2005,OUT008,Tier 3,Medium,Supermarket Type2,0.036982592,4.4,1274,4
Low Fat,ITEM2897,Bakery Products,2003,OUT005,Tier 3,Medium,Supermarket Type2,0.01487781,2.8,63,5
Low Fat,ITEM2949,Snacks,2017,OUT010,Tier 3,Medium,Supermarket Type2,0.060841426,3.7,2883,3
Low Fat,ITEM0001,Snacks,2001,OUT006,Tier 3,Small,Supermarket Type2,0.070571826,4.4,1493,4
Low Fat,ITEM0007,Fruits and Vegetables,2006,OUT003,Tier 3,Small,Supermarket Type2,0.06913604,4.7,309,3
Low Fat,ITEM0039,Snacks,2017,OUT009,Tier 3,Small,Supermarket Type2,0.00293055,0.9,1400,2
Regular,ITEM0043,Bakery Products,2004,OUT008,Tier 3,Small,Supermarket Type2,0.071690394,3.3,1149,4
Regular,ITEM0044,Dairy Products,2013,OUT001,Tier 3,Small,Supermarket Type2,0.075861832,3.3,404,2
Regular,ITEM0060,Bakery Products,2006,OUT007,Tier 3,Small,Supermarket Type2,0.033238131,2,331,4
Low Fat,ITEM0064,Snacks,2016,OUT008,Tier 3,Small,Supermarket Type2,0.071355928,3.3,1837,5
Low Fat,ITEM0072,Beverages,2017,OUT008,Tier 3,Small,Supermarket Type2,0.045841409,0.8,2201,5
Regular,ITEM0077,Dairy Products,2004,OUT008,Tier 3,Small,Supermarket Type2,0.096432836,4.5,261,1
Regular,ITEM0093,Beverages,2009,OUT004,Tier 3,Small,Supermarket Type2,0.07824722,4.6,966,2
Regular,ITEM0139,Snacks,2008,OUT003,Tier 3,Small,Supermarket Type2,0.001083502,4.9,959,5
Regular,ITEM0163,Bakery Products,2004,OUT009,Tier 3,Small,Supermarket Type2,0.047619425,2.8,2166,1
Low Fat,ITEM0173,Bakery Products,2019,OUT005,Tier 3,Small,Supermarket Type2,0.069466069,0.9,1834,1
Low Fat,ITEM0183,Beverages,2013,OUT009,Tier 3,Small,Supermarket Type2,0.044161771,4,2957,2
Low Fat,ITEM0197,Bakery Products,2006,OUT001,Tier 3,Small,Supermarket Type2,0.013069348,0.3,521,4
Low Fat,ITEM0248,Beverages,2019,OUT009,Tier 3,Small,Supermarket Type2,0.085518972,3.5,1597,2
Low Fat,ITEM0368,Dairy Products,2007,OUT004,Tier 3,Small,Supermarket Type2,0.042518043,1.1,1197,1
Regular,ITEM0376,Snacks,2012,OUT007,Tier 3,Small,Supermarket Type2,0.045040832,4.1,1019,5
Low Fat,ITEM0398,Beverages,2007,OUT006,Tier 3,Small,Supermarket Type2,0.023542249,2.4,2213,0
Regular,ITEM0445,Snacks,2010,OUT007,Tier 3,Small,Supermarket Type2,0.008547814,1.4,1453,4
Regular,ITEM0499,Fruits and Vegetables,2004,OUT009,Tier 3,Small,Supermarket Type2,0.010408753,1.4,2843,0
Regular,ITEM0605,Fruits and Vegetables,2017,OUT007,Tier 3,Small,Supermarket Type2,0.050277914,1.5,2525,1
Low Fat,ITEM0617,Beverages,2000,OUT010,Tier 3,Small,Supermarket Type2,0.038818805,4.1,1567,3
Regular,ITEM0630,Dairy Products,2009,OUT005,Tier 3,Small,Supermarket Type2,0.016464366,4.4,466,4
Low Fat,ITEM0683,Dairy Products,2008,OUT007,Tier 3,Small,Supermarket Type2,0.002660637,3.8,869,3
Low Fat,ITEM0703,Snacks,2006,OUT003,Tier 3,Small,Supermarket Type2,0.018346584,4.2,1333,1
Low Fat,ITEM0718,Fruits and Vegetables,2014,OUT010,Tier 3,Small,Supermarket Type2,0.097722014,4.9,2722,1
Regular,ITEM0724,Dairy Products,2006,OUT009,Tier 3,Small,Supermarket Type2,0.080870611,4.4,649,1
Low Fat,ITEM0768,Fruits and Vegetables,2002,OUT004,Tier 3,Small,Supermarket Type2,0.084665457,0.6,659,2
Regular,ITEM0866,Bakery Products,2010,OUT004,Tier 3,Small,Supermarket Type2,0.005175163,2.7,1785,1
Regular,ITEM0891,Snacks,2006,OUT007,Tier 3,Small,Supermarket Type2,0.052179375,4.1,2744,5
Low Fat,ITEM0893,Fruits and Vegetables,2018,OUT010,Tier 3,Small,Supermarket Type2,0.036317563,0.7,375,2
Low Fat,ITEM1025,Beverages,2005,OUT004,Tier 3,Small,Supermarket Type2,0.082443921,4,35,4
Low Fat,ITEM1053,Beverages,2001,OUT001,Tier 3,Small,Supermarket Type2,0.085126543,4.8,1876,3
Regular,ITEM1117,Beverages,2005,OUT001,Tier 3,Small,Supermarket Type2,0.023084645,0.2,1976,5
Low Fat,ITEM1126,Bakery Products,2007,OUT010,Tier 3,Small,Supermarket Type2,0.000180997,1.2,1319,2
Regular,ITEM1161,Snacks,2007,OUT009,Tier 3,Small,Supermarket Type2,0.041288579,2.4,1166,3
Low Fat,ITEM1171,Snacks,2013,OUT007,Tier 3,Small,Supermarket Type2,0.015717383,4.8,534,0
Low Fat,ITEM1175,Fruits and Vegetables,2019,OUT001,Tier 3,Small,Supermarket Type2,0.090380474,4.2,2389,1
Low Fat,ITEM1193,Snacks,2001,OUT002,Tier 3,Small,Supermarket Type2,0.002042082,4.9,391,2
Low Fat,ITEM1195,Snacks,2004,OUT007,Tier 3,Small,Supermarket Type2,0.009877093,3.8,1437,3
Regular,ITEM1252,Snacks,2009,OUT008,Tier 3,Small,Supermarket Type2,0.055629495,1.3,241,1
Low Fat,ITEM1266,Fruits and Vegetables,2019,OUT006,Tier 3,Small,Supermarket Type2,0.061981568,5,2841,2
Low Fat,ITEM1333,Dairy Products,2005,OUT009,Tier 3,Small,Supermarket Type2,0.015620296,1.7,1358,1
Regular,ITEM1337,Snacks,2018,OUT010,Tier 3,Small,Supermarket Type2,0.066702708,2.8,2228,3
Low Fat,ITEM1364,Dairy Products,2019,OUT006,Tier 3,Small,Supermarket Type2,0.080217575,0.4,756,4
Low Fat,ITEM1374,Fruits and Vegetables,2010,OUT001,Tier 3,Small,Supermarket Type2,0.084936067,2.8,2233,4
Regular,ITEM1384,Beverages,2003,OUT009,Tier 3,Small,Supermarket Type2,0.018882214,0.5,2740,4
Regular,ITEM1437,Bakery Products,2018,OUT009,Tier 3,Small,Supermarket Type2,0.041001034,4.7,1087,3
Regular,ITEM1467,Beverages,2013,OUT005,Tier 3,Small,Supermarket Type2,0.053341482,2.1,1773,2
Low Fat,ITEM1469,Fruits and Vegetables,2008,OUT006,Tier 3,Small,Supermarket Type2,0.065743417,1.8,1846,1
Low Fat,ITEM1488,Beverages,2012,OUT003,Tier 3,Small,Supermarket Type2,0.065825362,2.5,197,4
Regular,ITEM1509,Dairy Products,2007,OUT001,Tier 3,Small,Supermarket Type2,0.099271005,3.4,1220,3
Low Fat,ITEM1537,Bakery Products,2007,OUT004,Tier 3,Small,Supermarket Type2,0.070020468,2.7,2978,2
Low Fat,ITEM1571,Dairy Products,2007,OUT003,Tier 3,Small,Supermarket Type2,0.053973843,0.6,834,2
Low Fat,ITEM1603,Fruits and Vegetables,2001,OUT007,Tier 3,Small,Supermarket Type2,0.065692963,1.8,2543,4
Low Fat,ITEM1604,Snacks,2014,OUT003,Tier 3,Small,Supermarket Type2,0.061515043,2.4,2852,5
Regular,ITEM1616,Snacks,2010,OUT010,Tier 3,Small,Supermarket Type2,0.025808811,0.5,2354,4
Regular,ITEM1648,Snacks,2007,OUT010,Tier 3,Small,Supermarket Type2,0.086296136,2.4,2078,1
Regular,ITEM1683,Beverages,2020,OUT004,Tier 3,Small,Supermarket Type2,0.092926695,1.4,720,5
Regular,ITEM1701,Fruits and Vegetables,2015,OUT006,Tier 3,Small,Supermarket Type2,0.060360073,2.6,544,1
Regular,ITEM1720,Dairy Products,2014,OUT008,Tier 3,Small,Supermarket Type2,0.081764823,4,593,3
Regular,ITEM1727,Fruits and Vegetables,2008,OUT010,Tier 3,Small,Supermarket Type2,0.094577449,0.1,2527,1
Low Fat,ITEM1745,Fruits and Vegetables,2006,OUT006,Tier 3,Small,Supermarket Type2,0.083656855,4.6,1593,4
Regular,ITEM1754,Fruits and Vegetables,2004,OUT005,Tier 3,Small,Supermarket Type2,0.063674578,2.6,2811,3
Regular,ITEM1762,Dairy Products,2011,OUT004,Tier 3,Small,Supermarket Type2,0.033939242,1.5,1329,2
Low Fat,ITEM1771,Fruits and Vegetables,2005,OUT006,Tier 3,Small,Supermarket Type2,0.026548477,1.2,2833,2
Regular,ITEM1813,Snacks,2004,OUT005,Tier 3,Small,Supermarket Type2,0.003786838,3.9,321,2
Low Fat,ITEM1864,Bakery Products,2014,OUT001,Tier 3,Small,Supermarket Type2,0.080707666,4.2,2644,4
Regular,ITEM1877,Dairy Products,2003,OUT010,Tier 3,Small,Supermarket Type2,0.042428174,1.3,1639,0
Low Fat,ITEM1879,Beverages,2000,OUT001,Tier 3,Small,Supermarket Type2,0.055423026,1.3,523,5
Low Fat,ITEM1883,Bakery Products,2001,OUT002,Tier 3,Small,Supermarket Type2,0.075005205,2.5,2878,0
Low Fat,ITEM1896,Fruits and Vegetables,2009,OUT005,Tier 3,Small,Supermarket Type2,0.018191749,1.1,2306,2
Low Fat,ITEM1919,Beverages,2003,OUT007,Tier 3,Small,Supermarket Type2,0.03701749,4.5,2470,2
Regular,ITEM1924,Snacks,2006,OUT009,Tier 3,Small,Supermarket Type2,0.026493894,4.9,1365,4
Low Fat,ITEM1965,Bakery Products,2018,OUT008,Tier 3,Small,Supermarket Type2,0.056658556,2.6,747,1
Low Fat,ITEM2051,Beverages,2012,OUT007,Tier 3,Small,Supermarket Type2,0.08599759,4.5,2656,4
Regular,ITEM2063,Fruits and Vegetables,2018,OUT005,Tier 3,Small,Supermarket Type2,0.052473532,1.5,519,1
Low Fat,ITEM2066,Dairy Products,2004,OUT003,Tier 3,Small,Supermarket Type2,0.007724746,1.9,232,0
Regular,ITEM2079,Beverages,2001,OUT010,Tier 3,Small,Supermarket Type2,0.025202349,1.5,83,4
Low Fat,ITEM2081,Beverages,2003,OUT006,Tier 3,Small,Supermarket Type2,0.060862629,0.5,211,5
Regular,ITEM2085,Dairy Products,2001,OUT009,Tier 3,Small,Supermarket Type2,0.053301811,4.6,1760,1
Regular,ITEM2099,Fruits and Vegetables,2008,OUT007,Tier 3,Small,Supermarket Type2,0.00159839,3,2867,1
Regular,ITEM2126,Beverages,2014,OUT004,Tier 3,Small,Supermarket Type2,0.080366889,2.8,2941,2
Regular,ITEM2127,Bakery Products,2004,OUT006,Tier 3,Small,Supermarket Type2,0.002201813,3.5,900,3
Regular,ITEM2156,Beverages,2000,OUT008,Tier 3,Small,Supermarket Type2,0.047070173,1.8,613,4
Regular,ITEM2172,Beverages,2003,OUT009,Tier 3,Small,Supermarket Type2,0.01965744,1.4,47,1
Regular,ITEM2190,Bakery Products,2006,OUT007,Tier 3,Small,Supermarket Type2,0.080163185,0.4,2055,3
Low Fat,ITEM2271,Fruits and Vegetables,2006,OUT006,Tier 3,Small,Supermarket Type2,0.07915836,3.9,2262,3
Regular,ITEM2324,Snacks,2018,OUT002,Tier 3,Small,Supermarket Type2,0.067106619,1.1,1075,2
Low Fat,ITEM2404,Dairy Products,2017,OUT005,Tier 3,Small,Supermarket Type2,0.081993811,0.9,1157,5
Regular,ITEM2408,Dairy Products,2005,OUT004,Tier 3,Small,Supermarket Type2,0.005769232,3.9,381,2
Low Fat,ITEM2424,Bakery Products,2015,OUT007,Tier 3,Small,Supermarket Type2,0.060627879,2.9,633,5
Regular,ITEM2429,Dairy Products,2004,OUT009,Tier 3,Small,Supermarket Type2,0.012427561,2.9,2768,0
Low Fat,ITEM2477,Snacks,2002,OUT003,Tier 3,Small,Supermarket Type2,0.024267876,2.2,2522,1
Low Fat,ITEM2494,Dairy Products,2006,OUT009,Tier 3,Small,Supermarket Type2,0.065561175,2.2,922,4
Low Fat,ITEM2545,Fruits and Vegetables,2008,OUT002,Tier 3,Small,Supermarket Type2,0.009842089,0.8,1441,3
Regular,ITEM2555,Bakery Products,2011,OUT005,Tier 3,Small,Supermarket Type2,0.006306521,1.9,1315,5
Regular,ITEM2715,Beverages,2013,OUT007,Tier 3,Small,Supermarket Type2,0.03553592,1.9,2778,5
Low Fat,ITEM2791,Fruits and Vegetables,2000,OUT009,Tier 3,Small,Supermarket Type2,0.02075116,2,569,1
Low Fat,ITEM2824,Bakery Products,2002,OUT002,Tier 3,Small,Supermarket Type2,0.096917726,2.9,1775,0
Regular,ITEM2877,Beverages,2004,OUT002,Tier 3,Small,Supermarket Type2,0.001265303,3.9,249,3
Low Fat,ITEM2886,Bakery Products,2016,OUT010,Tier 3,Small,Supermarket Type2,0.039922443,0.7,1458,1
Low Fat,ITEM2919,Beverages,2016,OUT005,Tier 3,Small,Supermarket Type2,0.016508515,4.7,2196,2
